CodigoProducto,Producto,Categoria,Precio
KGZF-41559070,"Apple MacBook Pro (2020) MWP72Y/A, 13'' Retina, Intel® Core™ i5 10ª gen., 16 GB, 512 GB SSD, MacOS, Plata",Notebooks ,1879.0
AFTE-31602103,"Portátil gaming - Lenovo Legion 5 15IMH05H, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB, 512GB SSD, RTX2060, W10",Notebooks ,1599.0
MCOB-45361938,"Portátil - Lenovo ThinkBook 13s IML, 13.3"" FHD, Intel® Core™ i5-10210U, 8GB RAM, 256GB SSD, UHD Graphics, W10",Notebooks ,960.0
KUDL-93737370,"Portátil - ASUS E410MA-EK007TS, 14'',  Intel® Celeron® N4020, 4 GB RAM, 64 GB eMMC, Graphics 600, W10",Notebooks ,299.0
DEDR-96725681,"Portátil - Lenovo Legion 5 15IMH05H, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB RAM, 512GB SSD, GTX1650, FreeDOS",Notebooks ,999.0
HHDP-56098809,"Portátil gaming - MSI Prestige 15, 15.6"" FHD, Intel® Core™ i7-10710U, 16GB, 512+512 GB, GTX1650, W10H, Plata",Notebooks ,1664.0
OTCH-45828677,"Portátil - Lenovo Yoga Creator 7 15IMH05, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB RAM, 512GB SSD, GTX1650, W10",Notebooks ,1349.0
OPIJ-80470939,"Portátil gaming - Asus Zephyrus M15 GU502LW-AZ196T, 15.6"" FHD, i7-10875H, 32 GB RAM, 1 TB SSD, RTX™ 2070, W10",Notebooks ,1849.0
NPTP-24463442,"Portátil - LG Ultra 17, 17'' WQXGA, Intel® Core™ i7-10510U, 16GB, 512GB SSD, NVIDIA® GeForce® GTX™1650, W10",Notebooks ,1439.0
RUEG-51475432,"Portátil gaming - MSI GF75 Thin 10SCSR-245XES, 17.3"" FHD, i7-10750H, 16GB, 1TB+512GB, GTX1650Ti, FreeDOS,Negro",Notebooks ,1352.0
NRRJ-45060319,"Apple MacBook Pro (2020) MWP82Y/A, 13'' Retina, Intel® Core™ i5 10ª gen., 16 GB, 1 TB SSD, MacOS, Plata",Notebooks ,2299.0
BHPK-79202987,"Apple MacBook Pro (2019), Retina 16"", Intel® Core™ i7, 16GB, 512GB SSD, AMD Radeon Pro 5300M, MacOS, Plata",Notebooks ,2429.0
PMZM-35329220,"Portátil - Microsoft Surface Laptop 3, 15"", AMD Ryzen 5 ™, 8GB, 256 GB, Negro metal",Notebooks ,1649.0
OKOK-00150254,"Portátil gaming - Lenovo Creator 5 15IMH05, 15.6"" FHD, Intel®Core™ i7-10750H, 16GB, 512SSD, GTX1650, W 10 Home",Notebooks ,1499.0
RTLF-30065889,"Portátil gaming - MSI GF63 Thin 10SCSR-876XES, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB, 1TB SSD, GTX1650, FDOS",Notebooks ,999.0
ZSTJ-70532681,"Surface -  Microsoft, Surface Laptop 3, 13,5 "", Intel® Core™ i5-1035G7, RAM 8 GB, 256 GB, Negro",Notebooks ,1065.0
LJIM-97328529,"Portátil gaming - Asus ROG Zephyrus S17 GX701LXS-HG032T, 17.3"" FHD, i7-10875H, 32GB RAM, 1TB SSD, RTX2080, W10",Notebooks ,2499.0
JRZA-64280016,"Portátil gaming - MSI GS66 10SE-051ES, 15"" FHD, Intel® Core™ i7-10750H, 32GB, 1TB SSD, GeForce® RTX 2060, W10",Notebooks ,1799.0
GSIH-42651841,"Portátil - MSI Prestige 14 A10RB-020ES, 14 "" FHD, Intel® Core™ i7-10510U, 16GB, 1TB SSD, MX250, W10Pro, Blanco",Notebooks ,1399.0
ODUL-29947841,"Portátil gaming - Asus ROG Zephyrus M15 GU502LW-AZ037T, 15.6"" FHD, i7-10750H, 16GB RAM, 512GB SSD, RTX2070,W10",Notebooks ,1649.0
UTUO-88789775,"Convertible 2 en 1 - Lenovo Yoga 920-13IKB, 13.9""4K, Intel® Core™ i7-8550U,16GB, 1TB, Graphics 620, W 10 Home",Notebooks ,1699.0
LJAC-04440156,"Portátil - HP Laptop 14s-dq1031ns, 14"" Full-HD, Intel® Core™ i3-1005G1, 8 GB, 256 GB SSD, FreeDOS, Plata",Notebooks ,499.0
MCRH-78811222,"Portátil gaming - MSI GL65 Leopard 10SFSK-450ES, 15.6"" FHD, Intel® Core™ i7-10750H,16GB,1TB,RTX2070 Super,W10",Notebooks ,1599.0
GFNG-00576335,"Portátil - Microsoft Surface Laptop 3, 15"", AMD Ryzen 5 ™, 8GB, 256 GB, Platino metal",Notebooks ,1649.0
KGIG-43066188,"Portátil gaming - MSI Bravo 15, 15.6"" Full-HD, AMD Ryzen™ 7 4800H, 16 GB, 512 SSD, Radeon RX 5500M, FreeDOS",Notebooks ,1010.0
TMSO-73134895,"Portátil gaming - MSI GL65 Leopard 10SFR-466XES, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB, 1TB, RTX2070, FDOS",Notebooks ,1449.0
FFJT-60537241,"Portátil gaming - MSI Creator 17M A10SD 211ES, 17"" FHD, Intel® Core™ i7-10750H, 32GB, 1TB SSD, GTX 1660Ti, W10",Notebooks ,1735.0
UCKN-65423422,"Portátil - HP Chroomebok 11A G8 EE, 11.6"" HD, AMD A4-9120C, 4 GB, 32 GB eMMC, R4 Graphics, Chrome OS, Verde",Chromebooks ,269.0
ENDH-34667171,"Portátil - ASUS Chromebook Z1400CN-BV0305, 14"", Intel® Pentium® N4200, 8GB, 64GB eMMC, Graphics 505, Chrome OS",Chromebooks ,399.0
NKLM-01111089,"Portátil - Lenovo Chromebook CT-X636F, 10.1"" Full-HD, MediaTek P60T, 4GB, 128eMCP, ARM Mali-G72, Chrome OS",Chromebooks ,324.0
SJRB-98011273,"Portátil - Acer Chromebook CB514-1HT, 14"" FHD, Intel® Pentium® N4200, 4 GB, 128 GB, Chrome OS, Plata",Chromebooks ,450.0
LMHM-07376215,"Portátil - Acer Chromebook CB315-3HT, 15.6"" FHD, Intel® Pentium® Silver N5030, 8 GB, 128 GB, Chrome OS, Plata",Chromebooks ,449.0
DDIF-61445680,"Portátil - Acer Chromebook 714, 14"" Full-HD, Intel® Core™ i3-8130U, 4 GB, 64 GB eMMC, Chrome OS, Plata",Chromebooks ,589.0
JPMF-32956300,"REACONDICIONADO Portátil - ASUS Chromebook Z1400CN-BV0305, 14"", Intel® Pentium® N4200, 8GB, 64GB eMMC, ChromeO",Chromebooks ,319.2
FCBJ-05618296,"Portátil - Asus Chromebook Flip Z7400FF-E10109,14"" FHD, Intel® Core™ i5-10210U , 16GB, 512GB SSD, Chrome OS",Chromebooks ,999.0
IJBT-92284133,"REACONDICIONADO Portátil - HP Chromebook 14a-na0004ns, 14"" HD, Intel® Celeron® N4020, 4GB, 64GB eMMC, ChromeOS",Chromebooks ,239.2
KMIJ-00871900,"Portátil - HP 14s-dq1020ns, 14"" FHD, Intel® Core™ i5-1035G1, 8 GB, 256 GB SSD, UHD Graphics, W10, Plata",Portátiles i5,596.56
PKDR-61920546,"Convertible 2 en 1 -  Microsoft Surface Pro 7, 12.3"", Intel® Core™ i5-1035G4, 8GB RAM, 128GB, W10",Portátiles i5,799.0
OTGO-21559392,"Portátil - Huawei MateBook D15, 15.6"" FHD, Intel® Core™ i5-10210U, 8 GB, 256 SSD, W10, Plata",Portátiles i5,668.84
NKZC-89789379,"Apple MacBook Pro (2020) MWP42Y/A, 13'' Retina, Intel® Core™i5 10ª gen., 16GB, 512GB SSD, MacOS, Gris espacial",Portátiles i5,1777.0
PBEB-68809711,"Portátil - ASUS VivoBook S14 K413JP-EK070T, 14"", Intel® Core™ i5-1035G1, 8 GB RAM, 512GB SSD, MX330, W10",Portátiles i5,629.0
NPMN-52128081,"Portátil - Microsoft Surface Laptop Go, 12.45"", Intel® Core™ i5-1035G1, 8 GB, 256 GB, Windows 10 Home S Mode",Portátiles i5,999.0
ICLZ-04690082,"Apple MacBook Pro (2020) MWP52Y/A, 13'' Retina, Intel® Core™i5 10ª gen., 16GB, 1TB SSD, MacOS, Gris espacial",Portátiles i5,1999.0
KHTC-34080371,"Convertible 2 en 1 - Microsoft Surface Pro 7, 12.3"", Intel® Core™ i5-1035G7, RAM 8GB, 256GB, Negro",Portátiles i5,1049.0
PLSS-34003480,"Convertible 2 en 1 - LENOVO Yoga C930,13.9""FHD, Intel® Core™ i5-8250U, 8GB DDR4, 512 GB SSD, Windows 10, Plata",Portátiles i5,1199.0
GHMR-69843723,"Convertible 2 en 1 - Microsoft Surface Pro 7, 12.3"", Intel® Core™ i5-1035G4, 8 GB,  256 GB, Plata",Portátiles i5,1049.0
HMOG-40542981,"Portátil - Lenovo Yoga S730-13IWL, 13.3 "", Intel® Core™ i5-8265U, 8 GB, 256 GB, Windows 10 Home, Gris",Portátiles i5,838.0
DKFG-50353364,"Surface -  Microsoft Surface Laptop 3, 13,5 "", Intel® Core™ i5-1035G7, RAM 8 GB,  128 GB,  Plata",Portátiles i5,1147.0
NNIH-87000005,"Surface -  Microsoft, Surface Laptop 3, 13,5 "", Intel® Core™ i5-1035G7, RAM 8 GB, 256 GB, Plata",Portátiles i5,1449.0
NRZD-54945625,"Apple MacBook Pro (2020) MWP72Y/A, 13'' Retina, Intel® Core™ i5 10ª gen., 16 GB, 512 GB SSD, MacOS, Plata",Portátiles i5,1879.0
KKDO-35204426,"Portátil - Lenovo ThinkBook 13s IML, 13.3"" FHD, Intel® Core™ i5-10210U, 8GB RAM, 256GB SSD, UHD Graphics, W10",Portátiles i5,960.0
TBFB-75313863,"Portátil - Asus VivoBook S14 S433JQ-EB163, 14"",  Intel® Core™ i5-1035G1, 8 GB RAM, 512GB SSD, MX350, FreeDOS",Portátiles i5,699.0
TZRB-18092323,"Convertible 2 en 1 - Microsoft Book 3, 13.3"",  Intel® Core™ i5-1035G7, 8 GB, 256 GB, W10 Home, Plata",Portátiles i5,1799.0
JIGF-80655609,"Apple MacBook Pro (2020) MWP82Y/A, 13'' Retina, Intel® Core™ i5 10ª gen., 16 GB, 1 TB SSD, MacOS, Plata",Portátiles i5,2299.0
TJPU-00589218,"Portátil gaming - MSI GF63 Thin 10SCSR-876XES, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB, 1TB SSD, GTX1650, FDOS",Portátiles i5,999.0
SGHG-18889676,"Surface -  Microsoft, Surface Laptop 3, 13,5 "", Intel® Core™ i5-1035G7, RAM 8 GB, 256 GB, Negro",Portátiles i5,1065.0
AELF-97910181,"Portátil - Asus Chromebook Flip Z7400FF-E10109,14"" FHD, Intel® Core™ i5-10210U , 16GB, 512GB SSD, Chrome OS",Portátiles i5,999.0
DNKZ-67343034,"PC gaming - MSI MPG Trident 3 10SI-017EU, Intel® Core™ i5-10400, 8GB RAM, 512GB SSD, 1TB HDD, GTX1660, W10",Portátiles i5,999.0
FNSD-99508245,"Portátil gaming - Lenovo Legion Y540-15IRH, 15.6"" FHD, Intel® Core™ i5-9300H, 8 GB, 512 SSD, RTX2060, FreeDOS",Portátiles i5,999.0
BUEF-47679669,"Portátil - Microsoft Surface Laptop 2, 13.5"", Intel® Core™ i5-8250U, 8GB RAM, 256GB SSD, W10, Plata",Portátiles i5,1376.55
RMDG-16218206,"Portátil - LG 14Z990-V, 14"" FHD, Intel® Core™ i5-8265U, 8 GB RAM, 256GB SSD, Intel® UHD Graphics 620, W10",Portátiles i5,1156.2
RGFG-86350327,"Portátil - LG Gram 15Z90N-VAR53B, 15.6"" Full-HD, Intel® Core™ i5-1035G7, 8 GB, 256 GB SSD, W10 Home, Blanco",Portátiles i5,1249.0
SZPK-47453798,"Portátil - LG Gram 14Z90N-V-AR53B, 14"" FHD, Intel® Core™ i5-1035G7, 8 GB, 256 GB SSD, Windows 10 Home, Blanco",Portátiles i5,1199.0
AEAO-82958165,"Portátil - Lenovo IdeaPad S145-15IIL, 15.6"" FHD, Intel® Core™ i7-1065G7, 8GB,256SSD, Iris® Graphics, W 10 Home",Portátiles i7,749.0
IROO-16406988,"Portátil - Asus ZenBook™ 14 UX425EA-HM165T, 14"", FHD, i7-1165G7, 16 GB RAM, 512 GB SSD, UHD Graphics, W10",Portátiles i7,1199.0
JNZR-51106620,"Portátil - ASUS ROG Strix G17 G712LW-EV002, 17.3"", FHD, i7-10750H, 16 GB RAM, 1 TB SSD,  RTX™ 2070, FreeDOS",Portátiles i7,1499.0
FSHE-56681916,"Portátil gaming - Asus TUF F15 FX506LI-HN109T, 15.6"" FHD, i7-10870H, 16 GB RAM, 512 GB SSD, GTX1650Ti, W10",Portátiles i7,1099.0
ZHRK-27016814,"Portátil - Lenovo Legion 5 15IMH05H, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB RAM, 512GB SSD, RTX2060, FreeDOS",Portátiles i7,1199.0
IKIM-05115558,"Portátil - Asus ZenBook 14 UX434FAC-A5188T, 14” FHD, Intel® Core™ i7-10510U, 16GB RAM, 512 GB SSD, W10",Portátiles i7,1299.0
CCUE-01788230,"Portátil - LG 15Z95N-G.AA78B, 15.6"" FHD, Intel® Core™ i7-1165G7, 16 GB RAM, 512 GB SSD, Iris® Plus 655, W10",Portátiles i7,1199.0
SAMO-45723770,"Portátil - ASUS ZenBook Duo UX481FL-BM044T, 14"" FHD, Intel® Core™ i7-10510U, 16GB RAM, 512 GB SSD, MX250, W10",Portátiles i7,1549.0
FZLF-47995942,"Portátil gaming - Asus ROG Zephyrus M15 GU502LW-AZ056T, 15.6"" FHD, i7-10750H, 32GB RAM, 1TB SSD, RTX 2070, W10",Portátiles i7,1849.0
PTIP-10211351,"Portátil gaming - HP OMEN 15-ek0012ns, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB, 1TB SSD, RTX2060, W10, Negro",Portátiles i7,1499.0
BSCN-75053929,"Portátil gaming - MSI GP65 Leopard 10SEK 029ES, 15"" FHD, Intel® Core™ i7-10750H, 16GB, 1TB SSD, RTX 2060, W10",Portátiles i7,1499.0
JLAD-04813665,"Portátil gaming - Asus ROG Strix G15 G512LW-HN149, 15.6"", i7-10875H, 32 GB RAM, 1 TB SSD,  RTX™ 2070, FreeDOS",Portátiles i7,1549.0
CPZC-97230675,"Portátil gaming - MSI GL65 Leopard 10SER-468XES, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB, 1TB, RTX2060, FDOS",Portátiles i7,1299.0
OFDR-22643831,"Portátil gaming - MSI GF65 Thin 10SDR-888ES, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB, 512GB SSD, GTX1660, W10",Portátiles i7,1399.0
LSRJ-54805545,"Convertible 2 en 1 - LG Gram 14T90N-VAA78B, 14"" FullHD, Intel® Core™ i7-10510U, 16 GB, 512 GB, W10 Home, Plata",Portátiles i7,1399.0
MFSD-20890239,"Portátil - Lenovo Legion 5 15IMH05H, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB RAM, 512GB SSD, RTX2060, W10",Portátiles i7,1299.0
NGBZ-17014132,"PC gaming - MSI GS75 Stealth 10SE-816XES, 17.3"" FHD, Intel® Core™ i7-10875H, 32 GB, 1TB SSD, RTX 2060, FreeDOS",Portátiles i7,1699.0
RIMB-71050165,"Portátil gaming - Msi A10SC-007ES, 15.6"" UHD 4K, Intel® Core™ i7-10710U, 32GB, 1TB SSD, GTX1650, W10 Pro, Gris",Portátiles i7,1899.0
MDDK-85040609,"Convertible 2 en 1 - Lenovo Yoga 730-13IWL, 13.3"" FHD, Intel® Core™ i7-8565U, 8GB, 512 GB SSD, W10",Portátiles i7,1322.0
OZPA-71817540,"Apple MacBook Pro (2019),Retina 16"",Intel® Core™ i7, 16GB, 512GB SSD,AMD Radeon Pro 5300M,MacOS, Gris espacial",Portátiles i7,2623.0
IDCU-64351971,"Portátil gaming - Lenovo Legion 5 15IMH05H, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB, 512GB SSD, RTX2060, W10",Portátiles i7,1599.0
DBIE-10052225,"Convertible 2 en 1 - Microsoft Surface Pro 7, 12.3"", Intel® Core™ i7 1065G7, 16 GB, 256 GB SSD, W10, Plata",Portátiles i7,1640.0
GFGG-84471802,"Portátil - Lenovo Legion 5 15IMH05H, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB RAM, 512GB SSD, GTX1650, FreeDOS",Portátiles i7,999.0
PDSM-57266635,"Convertible 2 en 1 - Lenovo Yoga 7 14ITL5, 14""FHD, Intel® Evo™ Core™ i7-1165G7, 16GB RAM,1TB SSD, Iris®Xe, W10",Portátiles i7,1499.0
FUFO-50629594,"Portátil gaming - MSI Prestige 15, 15.6"" FHD, Intel® Core™ i7-10710U, 16GB, 512+512 GB, GTX1650, W10H, Plata",Portátiles i7,1664.0
IKGM-18461508,"Portátil - Lenovo Yoga Creator 7 15IMH05, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB RAM, 512GB SSD, GTX1650, W10",Portátiles i7,1349.0
CTRA-38540885,"Convertible 2 en 1 - Microsoft Surface Pro 7, 12.3"", Intel® Core™ i7 1065G7, 16 GB, 512 GB SSD, W10, Negro",Portátiles i7,2099.0
LIRP-86769322,"Portátil gaming - Asus Zephyrus M15 GU502LW-AZ196T, 15.6"" FHD, i7-10875H, 32 GB RAM, 1 TB SSD, RTX™ 2070, W10",Portátiles i7,1849.0
TFOS-97114785,"Portátil - LG Ultra 17, 17'' WQXGA, Intel® Core™ i7-10510U, 16GB, 512GB SSD, NVIDIA® GeForce® GTX™1650, W10",Portátiles i7,1439.0
CDME-49499732,"Portátil gaming - MSI GF75 Thin 10SCSR-245XES, 17.3"" FHD, i7-10750H, 16GB, 1TB+512GB, GTX1650Ti, FreeDOS,Negro",Portátiles i7,1352.0
BBKL-17470501,"Apple MacBook Pro (2019), Retina 16"", Intel® Core™ i7, 16GB, 512GB SSD, AMD Radeon Pro 5300M, MacOS, Plata",Portátiles i7,2429.0
HBJZ-00730147,"Convertible 2 en 1 - Microsoft Book 3, 13.3"", Intel® Core™ i7-1065G7, 16 GB, 256 GB, GTX1650, W10 Home, Plata",Portátiles i7,2249.0
GGAS-91686271,"Convertible 2 en 1 - Microsoft Book 3, 15"", Intel® Core™ i7-1065G7, 32 GB, 512 GB, GTX1660 Ti, W10 Home, Plata",Portátiles i7,3099.0
IMBD-34700567,"Convertible 2 en 1 - Microsoft Surface Pro 7, 12.3"", Intel® Core™ i7 1065G7, 16 GB, 256 GB SSD, W10, Negro",Portátiles i7,1634.0
PNLH-54882618,"Portátil gaming - Lenovo Creator 5 15IMH05, 15.6"" FHD, Intel®Core™ i7-10750H, 16GB, 512SSD, GTX1650, W 10 Home",Portátiles i7,1499.0
OZZL-37310120,"Portátil gaming - Asus ROG Zephyrus S17 GX701LXS-HG032T, 17.3"" FHD, i7-10875H, 32GB RAM, 1TB SSD, RTX2080, W10",Portátiles i7,2499.0
LONP-25524803,"Portátil gaming - MSI GS66 10SE-051ES, 15"" FHD, Intel® Core™ i7-10750H, 32GB, 1TB SSD, GeForce® RTX 2060, W10",Portátiles i7,1799.0
ZLND-86025282,"Portátil - MSI Prestige 14 A10RB-020ES, 14 "" FHD, Intel® Core™ i7-10510U, 16GB, 1TB SSD, MX250, W10Pro, Blanco",Portátiles i7,1399.0
OUHE-84652015,"Portátil gaming - Asus ROG Zephyrus M15 GU502LW-AZ037T, 15.6"" FHD, i7-10750H, 16GB RAM, 512GB SSD, RTX2070,W10",Portátiles i7,1649.0
GJZU-75634909,"Convertible 2 en 1 - Lenovo Yoga 920-13IKB, 13.9""4K, Intel® Core™ i7-8550U,16GB, 1TB, Graphics 620, W 10 Home",Portátiles i7,1699.0
ARRM-32731405,"Portátil gaming - MSI GL65 Leopard 10SFSK-450ES, 15.6"" FHD, Intel® Core™ i7-10750H,16GB,1TB,RTX2070 Super,W10",Portátiles i7,1599.0
ONEL-29069744,"Convertible 2 en 1 - Microsoft Book 3, 15"", Intel® Core™ i7-1065G7, 16 GB, 256 GB, GTX1660 Ti, W10 Home, Plata",Portátiles i7,2599.0
MMMT-57212789,"Portátil gaming - MSI GL65 Leopard 10SFR-466XES, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB, 1TB, RTX2070, FDOS",Portátiles i7,1449.0
GHOL-20050389,"Portátil - Lenovo Yoga S940-14IIL, 14"" UHD 4K, Intel® Core™ i7-1065G7, 16 GB, 1 TB SSD, Windows 10 Home, Gris",Portátiles i7,1999.0
UUIL-22767081,"Portátil gaming - MSI Creator 17M A10SD 211ES, 17"" FHD, Intel® Core™ i7-10750H, 32GB, 1TB SSD, GTX 1660Ti, W10",Portátiles i7,1735.0
AEDA-04811622,"Portátil - Lenovo Yoga S740-14IIL, 14"" UHD 4K, Intel® Core™ i7-1065G7,16GB, 1TB SSD, GeForce MX250, W 10 Home",Portátiles i7,1653.0
RDJS-52196210,"Portátil gaming - ASUS ROG Strix G15 G512LV-HN090, 15.6"", i7-10750H, 16 GB RAM, 1 TB SSD, RTX™ 2060, FreeDOS",Portátiles i7,1149.0
ISNR-54178270,"Portátil gaming - MSI GL65 10SDK-032es, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB, 1TB SSD, GTX1660 Ti, FreeDOS",Portátiles i7,1356.0
HUGG-62460410,"Portátil - LG 15U70N-P.AA78B, 15.6'' Full-HD, Intel® Core™ i7-10510U, 16 GB, 512 GB SSD, W10 Home, Gris",Portátiles i7,1199.0
GFTR-23976123,"REACONDICIONADO Portátil gaming - Gigabyte Aero15, 15.6"" 4K, Intel® Core™ i7-8750H, 32GB, 1TB SSD, RTX 2070",Portátiles i7,2203.24
TZPN-44619400,"Portátil gaming - Asus ROG Zephyrus S17 GX701LWS-EV029T, 17.3"",  i7-10750H, 32 GB RAM, 1 TB SSD, RTX 2070, W10",Portátiles i7,2299.0
JIHZ-58937637,"Portátil - Lenovo Yoga 910-13IKB, 13.9"" Full HD, Intel® Core™ i7-7500U, 8 GB RAM, 512 GB SSD, Gris",Portátiles i7,1699.0
GBLM-34855743,"Portátil - Asus ProArt StudioBook Pro17 J700G3T-AV103R, 17"", i7-9750H, 32GB, 1TB, NVIDIA® Quadro® RTX 3000,W10",Portátiles i7,2799.0
MMFT-70581981,"Portátil gaming - Acer PH717-72-766P, 17.3"" FHD, Intel® Core™ i7-10875H, 32GB RAM, 1024GB SSD, RTX2070, W10",Portátiles i7,3318.0
KCBU-77902735,"Portátil gaming - Asus ROG Zephyrus M15 GU502LW-HN071T, 15.6"" FHD, i7-10750H, 16GB RAM, 1TB SSD, RTX 2070, W10",Portátiles i7,1749.0
LADL-96610429,"Portátil gaming- Asus ROG Zephyrus M15 GU502LW-HN070T, 15.6"", i7-10750H, 16 GB RAM, 512 GB SSD, RTX™ 2070, W10",Portátiles i7,1649.0
KZAH-94287841,"Portátil - Dynabook Satellite Pro L50-G-1JL, 15.6"" FHD, Intel®Core™ i7-10710U, 16GB, 1TB+256GB SSD, MX250, W10",Portátiles i7,1308.0
PIZO-68543963,"Portátil - MSI Creator 15 A10SDT-065ES, 15.6"" Full-HD, Intel® Core™ i7-10750H, 32 GB, 1TB SSD, GTX1660Ti",Portátiles i7,1799.0
EOOD-51802225,"MacBook Air Apple MGN63Y/A, 13.3"" Retina, Apple Silicon M1, 8 GB, 256 GB SSD, MacOS, Gris espacial",Portátiles Apple,1049.0
IZMC-24608377,"Apple MacBook Pro (2020) MWP42Y/A, 13'' Retina, Intel® Core™i5 10ª gen., 16GB, 512GB SSD, MacOS, Gris espacial",Portátiles Apple,1777.0
EJTM-86938889,"Apple MacBook Pro (2020) MWP52Y/A, 13'' Retina, Intel® Core™i5 10ª gen., 16GB, 1TB SSD, MacOS, Gris espacial",Portátiles Apple,1999.0
LGTS-54409879,"MacBook Air Apple MGND3Y/A, 13.3"" Retina, Apple Silicon M1, 8 GB, 256 GB SSD, MacOS, Oro",Portátiles Apple,1129.0
NIIH-68733033,"Apple MacBook Pro (2019),Retina 16"",Intel® Core™ i7, 16GB, 512GB SSD,AMD Radeon Pro 5300M,MacOS, Gris espacial",Portátiles Apple,2623.0
BLPR-29005171,"Apple MacBook Pro (2020) MWP72Y/A, 13'' Retina, Intel® Core™ i5 10ª gen., 16 GB, 512 GB SSD, MacOS, Plata",Portátiles Apple,1879.0
FLDO-51570654,"MacBook Pro Apple, 13.3"" Retina, Apple Silicon M1, 16 GB, 512 GB SSD, MacOS, Gris espacial",Portátiles Apple,1909.0
BMUT-81259162,"Apple MacBook Pro (2020) MWP82Y/A, 13'' Retina, Intel® Core™ i5 10ª gen., 16 GB, 1 TB SSD, MacOS, Plata",Portátiles Apple,2299.0
TLAM-72565058,"Apple MacBook Pro (2019), Retina 16"", Intel® Core™ i7, 16GB, 512GB SSD, AMD Radeon Pro 5300M, MacOS, Plata",Portátiles Apple,2429.0
AJNB-14152345,"MacBook Air Apple Z11B6, 13.3"" Retina, Apple Silicon M1, 16 GB, 1 TB SSD, MacOS, Gris espacial",Portátiles Apple,2139.0
